,set,p,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2
0,type1_1,10,0,0.0,0.0,0,0.0,mse,0.01,0.0,0.01,,,0.02,0.01
1,type1_1,10,0,0.0,0.0,0,0.006666666666666667,mse,0.08,0.16,0.01,,,0.0,0.01
2,type1_1,10,0,0.0,0.0,0,0.013333333333333334,mse,0.17,0.24,0.33,,,0.0,0.01
3,type1_1,10,0,0.0,0.0,0,0.02,mse,0.33,0.48,0.65,,,0.0,0.0
4,type1_1,10,0,0.0,0.0,0,0.02666666666666667,mse,0.49,0.65,0.82,,,0.0,0.0
5,type1_1,10,0,0.0,0.0,0,0.03333333333333333,mse,0.65,0.74,0.91,,,0.0,0.0
6,type1_1,10,0,0.0,0.0,0,0.04,mse,0.82,0.91,0.91,,,0.0,0.0
7,type1_2,10,0,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
8,type1_2,10,0,0.0,1.0,0,0.0,mse,,,,0.09,0.0,0.0,
9,type1_2,10,0,0.0,2.0,0,0.0,mse,,,,0.09,0.0,0.0,
10,type1_2,10,0,0.0,3.0,0,0.0,mse,,,,0.09,0.0,0.0,
11,type1_2,10,0,0.0,4.0,0,0.0,mse,,,,0.34,0.0,0.0,
12,type1_2,10,0,0.0,5.0,0,0.0,mse,,,,0.34,0.0,0.0,
13,type1_2,10,0,0.0,6.0,0,0.0,mse,,,,0.42,0.0,0.0,
14,power,10,0,0.0,0.0,0,0.0,mse,,,,,0.01,0.01,0.01
15,power,10,0,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1,0.01,0.01
16,power,10,0,0.16666666666666666,0.0,0,0.0,mse,,,,,0.67,0.01,0.02
17,power,10,0,0.25,0.0,0,0.0,mse,,,,,0.67,0.1,0.34
18,power,10,0,0.3333333333333333,0.0,0,0.0,mse,,,,,0.83,0.5,0.5
19,power,10,0,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.75,0.74
20,power,10,0,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.75
21,type1_1,10,1,0.0,0.0,0,0.0,mse,0.0,0.01,0.0,,,0.0,0.0
22,type1_1,10,1,0.0,0.0,0,0.006666666666666667,mse,0.0,0.17,0.0,,,0.0,0.0
23,type1_1,10,1,0.0,0.0,0,0.013333333333333334,mse,0.16,0.33,0.16,,,0.0,0.0
24,type1_1,10,1,0.0,0.0,0,0.02,mse,0.24,0.33,0.32,,,0.0,0.0
25,type1_1,10,1,0.0,0.0,0,0.02666666666666667,mse,0.24,0.51,0.57,,,0.0,0.0
26,type1_1,10,1,0.0,0.0,0,0.03333333333333333,mse,0.4,0.68,0.74,,,0.0,0.0
27,type1_1,10,1,0.0,0.0,0,0.04,mse,0.56,0.84,0.75,,,0.0,0.0
28,type1_2,10,1,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
29,type1_2,10,1,0.0,1.0,0,0.0,mse,,,,0.16,0.0,0.0,
30,type1_2,10,1,0.0,2.0,0,0.0,mse,,,,0.25,0.0,0.08,
31,type1_2,10,1,0.0,3.0,0,0.0,mse,,,,0.33,0.0,0.08,
32,type1_2,10,1,0.0,4.0,0,0.0,mse,,,,0.41,0.0,0.08,
33,type1_2,10,1,0.0,5.0,0,0.0,mse,,,,0.43,0.0,0.08,
34,type1_2,10,1,0.0,6.0,0,0.0,mse,,,,0.43,0.0,0.08,
35,power,10,1,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
36,power,10,1,0.08333333333333333,0.0,0,0.0,mse,,,,,0.09,0.01,0.01
37,power,10,1,0.16666666666666666,0.0,0,0.0,mse,,,,,0.66,0.01,0.02
38,power,10,1,0.25,0.0,0,0.0,mse,,,,,0.75,0.1,0.26
39,power,10,1,0.3333333333333333,0.0,0,0.0,mse,,,,,0.91,0.5,0.5
40,power,10,1,0.41666666666666663,0.0,0,0.0,mse,,,,,0.99,0.75,0.74
41,power,10,1,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.75
42,type1_1,10,2,0.0,0.0,0,0.0,mse,0.09,0.01,0.08,,,0.01,0.01
43,type1_1,10,2,0.0,0.0,0,0.006666666666666667,mse,0.02,0.17,0.02,,,0.0,0.01
44,type1_1,10,2,0.0,0.0,0,0.013333333333333334,mse,0.1,0.26,0.18,,,0.0,0.0
45,type1_1,10,2,0.0,0.0,0,0.02,mse,0.18,0.35,0.35,,,0.0,0.0
46,type1_1,10,2,0.0,0.0,0,0.02666666666666667,mse,0.34,0.51,0.67,,,0.0,0.0
47,type1_1,10,2,0.0,0.0,0,0.03333333333333333,mse,0.35,0.75,0.75,,,0.0,0.0
48,type1_1,10,2,0.0,0.0,0,0.04,mse,0.51,0.76,0.84,,,0.0,0.0
49,type1_2,10,2,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
50,type1_2,10,2,0.0,1.0,0,0.0,mse,,,,0.16,0.0,0.08,
51,type1_2,10,2,0.0,2.0,0,0.0,mse,,,,0.33,0.0,0.0,
52,type1_2,10,2,0.0,3.0,0,0.0,mse,,,,0.33,0.0,0.0,
53,type1_2,10,2,0.0,4.0,0,0.0,mse,,,,0.42,0.0,0.0,
54,type1_2,10,2,0.0,5.0,0,0.0,mse,,,,0.42,0.0,0.0,
55,type1_2,10,2,0.0,6.0,0,0.0,mse,,,,0.5,0.0,0.0,
56,power,10,2,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
57,power,10,2,0.08333333333333333,0.0,0,0.0,mse,,,,,0.17,0.01,0.01
58,power,10,2,0.16666666666666666,0.0,0,0.0,mse,,,,,0.34,0.02,0.02
59,power,10,2,0.25,0.0,0,0.0,mse,,,,,0.59,0.1,0.34
60,power,10,2,0.3333333333333333,0.0,0,0.0,mse,,,,,0.91,0.5,0.5
61,power,10,2,0.41666666666666663,0.0,0,0.0,mse,,,,,0.91,0.75,0.74
62,power,10,2,0.5,0.0,0,0.0,mse,,,,,0.92,0.83,0.75
63,type1_1,10,3,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.0,0.01
64,type1_1,10,3,0.0,0.0,0,0.006666666666666667,mse,0.01,0.0,0.0,,,0.0,0.0
65,type1_1,10,3,0.0,0.0,0,0.013333333333333334,mse,0.01,0.1,0.09,,,0.0,0.0
66,type1_1,10,3,0.0,0.0,0,0.02,mse,0.09,0.26,0.33,,,0.0,0.0
67,type1_1,10,3,0.0,0.0,0,0.02666666666666667,mse,0.26,0.5,0.57,,,0.0,0.0
68,type1_1,10,3,0.0,0.0,0,0.03333333333333333,mse,0.26,0.66,0.82,,,0.0,0.0
69,type1_1,10,3,0.0,0.0,0,0.04,mse,0.34,0.9,0.82,,,0.0,0.0
70,type1_2,10,3,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
71,type1_2,10,3,0.0,1.0,0,0.0,mse,,,,0.01,0.0,0.0,
72,type1_2,10,3,0.0,2.0,0,0.0,mse,,,,0.17,0.0,0.08,
73,type1_2,10,3,0.0,3.0,0,0.0,mse,,,,0.25,0.0,0.08,
74,type1_2,10,3,0.0,4.0,0,0.0,mse,,,,0.33,0.0,0.08,
75,type1_2,10,3,0.0,5.0,0,0.0,mse,,,,0.33,0.0,0.08,
76,type1_2,10,3,0.0,6.0,0,0.0,mse,,,,0.33,0.0,0.08,
77,power,10,3,0.0,0.0,0,0.0,mse,,,,,0.0,0.01,0.01
78,power,10,3,0.08333333333333333,0.0,0,0.0,mse,,,,,0.0,0.01,0.02
79,power,10,3,0.16666666666666666,0.0,0,0.0,mse,,,,,0.49,0.02,0.02
80,power,10,3,0.25,0.0,0,0.0,mse,,,,,0.59,0.18,0.26
81,power,10,3,0.3333333333333333,0.0,0,0.0,mse,,,,,0.75,0.5,0.5
82,power,10,3,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.75,0.74
83,power,10,3,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.83
84,type1_1,10,4,0.0,0.0,0,0.0,mse,0.16,0.16,0.0,,,0.02,0.01
85,type1_1,10,4,0.0,0.0,0,0.006666666666666667,mse,0.16,0.16,0.08,,,0.0,0.01
86,type1_1,10,4,0.0,0.0,0,0.013333333333333334,mse,0.24,0.25,0.24,,,0.0,0.0
87,type1_1,10,4,0.0,0.0,0,0.02,mse,0.33,0.43,0.41,,,0.0,0.0
88,type1_1,10,4,0.0,0.0,0,0.02666666666666667,mse,0.41,0.51,0.66,,,0.0,0.0
89,type1_1,10,4,0.0,0.0,0,0.03333333333333333,mse,0.59,0.51,0.67,,,0.0,0.0
90,type1_1,10,4,0.0,0.0,0,0.04,mse,0.67,0.59,0.76,,,0.0,0.0
91,type1_2,10,4,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
92,type1_2,10,4,0.0,1.0,0,0.0,mse,,,,0.08,0.0,0.0,
93,type1_2,10,4,0.0,2.0,0,0.0,mse,,,,0.16,0.0,0.08,
94,type1_2,10,4,0.0,3.0,0,0.0,mse,,,,0.16,0.0,0.08,
95,type1_2,10,4,0.0,4.0,0,0.0,mse,,,,0.16,0.0,0.08,
96,type1_2,10,4,0.0,5.0,0,0.0,mse,,,,0.16,0.0,0.08,
97,type1_2,10,4,0.0,6.0,0,0.0,mse,,,,0.16,0.0,0.08,
98,power,10,4,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
99,power,10,4,0.08333333333333333,0.0,0,0.0,mse,,,,,0.09,0.01,0.01
100,power,10,4,0.16666666666666666,0.0,0,0.0,mse,,,,,0.59,0.01,0.02
101,power,10,4,0.25,0.0,0,0.0,mse,,,,,0.84,0.1,0.42
102,power,10,4,0.3333333333333333,0.0,0,0.0,mse,,,,,0.92,0.5,0.5
103,power,10,4,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.75,0.74
104,power,10,4,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.75
105,type1_1,10,5,0.0,0.0,0,0.0,mse,0.08,0.08,0.08,,,0.01,0.01
106,type1_1,10,5,0.0,0.0,0,0.006666666666666667,mse,0.25,0.08,0.25,,,0.0,0.01
107,type1_1,10,5,0.0,0.0,0,0.013333333333333334,mse,0.25,0.09,0.25,,,0.0,0.01
108,type1_1,10,5,0.0,0.0,0,0.02,mse,0.25,0.18,0.34,,,0.0,0.0
109,type1_1,10,5,0.0,0.0,0,0.02666666666666667,mse,0.33,0.43,0.34,,,0.0,0.0
110,type1_1,10,5,0.0,0.0,0,0.03333333333333333,mse,0.34,0.52,0.58,,,0.0,0.0
111,type1_1,10,5,0.0,0.0,0,0.04,mse,0.43,0.76,0.83,,,0.0,0.0
112,type1_2,10,5,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
113,type1_2,10,5,0.0,1.0,0,0.0,mse,,,,0.08,0.0,0.08,
114,type1_2,10,5,0.0,2.0,0,0.0,mse,,,,0.24,0.0,0.08,
115,type1_2,10,5,0.0,3.0,0,0.0,mse,,,,0.4,0.0,0.08,
116,type1_2,10,5,0.0,4.0,0,0.0,mse,,,,0.48,0.0,0.08,
117,type1_2,10,5,0.0,5.0,0,0.0,mse,,,,0.56,0.0,0.08,
118,type1_2,10,5,0.0,6.0,0,0.0,mse,,,,0.56,0.0,0.08,
119,power,10,5,0.0,0.0,0,0.0,mse,,,,,0.0,0.01,0.01
120,power,10,5,0.08333333333333333,0.0,0,0.0,mse,,,,,0.02,0.01,0.01
121,power,10,5,0.16666666666666666,0.0,0,0.0,mse,,,,,0.26,0.01,0.02
122,power,10,5,0.25,0.0,0,0.0,mse,,,,,0.67,0.1,0.34
123,power,10,5,0.3333333333333333,0.0,0,0.0,mse,,,,,0.91,0.5,0.5
124,power,10,5,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.75,0.74
125,power,10,5,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.75
126,type1_1,10,6,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.01,0.0
127,type1_1,10,6,0.0,0.0,0,0.006666666666666667,mse,0.41,0.42,0.41,,,0.0,0.0
128,type1_1,10,6,0.0,0.0,0,0.013333333333333334,mse,0.57,0.92,0.84,,,0.0,0.0
129,type1_1,10,6,0.0,0.0,0,0.02,mse,0.91,1.0,1.0,,,0.0,0.0
130,type1_1,10,6,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.0
131,type1_1,10,6,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0
132,type1_1,10,6,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
133,type1_2,10,6,0.0,0.0,0,0.0,mse,,,,0.0,0.08,0.0,
134,type1_2,10,6,0.0,1.0,0,0.0,mse,,,,0.08,0.08,0.0,
135,type1_2,10,6,0.0,2.0,0,0.0,mse,,,,0.08,0.08,0.0,
136,type1_2,10,6,0.0,3.0,0,0.0,mse,,,,0.17,0.08,0.0,
137,type1_2,10,6,0.0,4.0,0,0.0,mse,,,,0.17,0.08,0.0,
138,type1_2,10,6,0.0,5.0,0,0.0,mse,,,,0.18,0.08,0.0,
139,type1_2,10,6,0.0,6.0,0,0.0,mse,,,,0.26,0.08,0.0,
140,power,10,6,0.0,0.0,0,0.0,mse,,,,,0.0,0.01,0.01
141,power,10,6,0.08333333333333333,0.0,0,0.0,mse,,,,,0.25,0.01,0.01
142,power,10,6,0.16666666666666666,0.0,0,0.0,mse,,,,,0.65,0.01,0.02
143,power,10,6,0.25,0.0,0,0.0,mse,,,,,0.75,0.1,0.34
144,power,10,6,0.3333333333333333,0.0,0,0.0,mse,,,,,0.91,0.5,0.5
145,power,10,6,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.75,0.74
146,power,10,6,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.75
147,type1_1,10,7,0.0,0.0,0,0.0,mse,0.09,0.09,0.09,,,0.01,0.01
148,type1_1,10,7,0.0,0.0,0,0.006666666666666667,mse,0.09,0.34,0.09,,,0.01,0.01
149,type1_1,10,7,0.0,0.0,0,0.013333333333333334,mse,0.26,0.51,0.42,,,0.01,0.01
150,type1_1,10,7,0.0,0.0,0,0.02,mse,0.51,0.59,0.75,,,0.01,0.01
151,type1_1,10,7,0.0,0.0,0,0.02666666666666667,mse,0.67,0.83,0.83,,,0.01,0.01
152,type1_1,10,7,0.0,0.0,0,0.03333333333333333,mse,0.75,0.99,0.99,,,0.0,0.01
153,type1_1,10,7,0.0,0.0,0,0.04,mse,0.75,0.99,1.0,,,0.0,0.01
154,type1_2,10,7,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
155,type1_2,10,7,0.0,1.0,0,0.0,mse,,,,0.16,0.0,0.0,
156,type1_2,10,7,0.0,2.0,0,0.0,mse,,,,0.24,0.0,0.0,
157,type1_2,10,7,0.0,3.0,0,0.0,mse,,,,0.24,0.0,0.0,
158,type1_2,10,7,0.0,4.0,0,0.0,mse,,,,0.24,0.0,0.0,
159,type1_2,10,7,0.0,5.0,0,0.0,mse,,,,0.25,0.0,0.0,
160,type1_2,10,7,0.0,6.0,0,0.0,mse,,,,0.33,0.0,0.0,
161,power,10,7,0.0,0.0,0,0.0,mse,,,,,0.08,0.0,0.0
162,power,10,7,0.08333333333333333,0.0,0,0.0,mse,,,,,0.02,0.01,0.01
163,power,10,7,0.16666666666666666,0.0,0,0.0,mse,,,,,0.43,0.01,0.02
164,power,10,7,0.25,0.0,0,0.0,mse,,,,,0.75,0.1,0.42
165,power,10,7,0.3333333333333333,0.0,0,0.0,mse,,,,,0.76,0.5,0.5
166,power,10,7,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.75,0.74
167,power,10,7,0.5,0.0,0,0.0,mse,,,,,0.92,0.83,0.75
168,type1_1,10,8,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.01,0.0
169,type1_1,10,8,0.0,0.0,0,0.006666666666666667,mse,0.01,0.08,0.01,,,0.0,0.01
170,type1_1,10,8,0.0,0.0,0,0.013333333333333334,mse,0.18,0.27,0.51,,,0.0,0.0
171,type1_1,10,8,0.0,0.0,0,0.02,mse,0.51,0.68,0.75,,,0.0,0.0
172,type1_1,10,8,0.0,0.0,0,0.02666666666666667,mse,0.67,0.92,0.84,,,0.0,0.0
173,type1_1,10,8,0.0,0.0,0,0.03333333333333333,mse,0.75,1.0,0.92,,,0.0,0.0
174,type1_1,10,8,0.0,0.0,0,0.04,mse,0.84,1.0,1.0,,,0.0,0.0
175,type1_2,10,8,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
176,type1_2,10,8,0.0,1.0,0,0.0,mse,,,,0.08,0.0,0.0,
177,type1_2,10,8,0.0,2.0,0,0.0,mse,,,,0.16,0.0,0.08,
178,type1_2,10,8,0.0,3.0,0,0.0,mse,,,,0.26,0.0,0.08,
179,type1_2,10,8,0.0,4.0,0,0.0,mse,,,,0.34,0.0,0.08,
180,type1_2,10,8,0.0,5.0,0,0.0,mse,,,,0.34,0.0,0.08,
181,type1_2,10,8,0.0,6.0,0,0.0,mse,,,,0.42,0.0,0.08,
182,power,10,8,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
183,power,10,8,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1,0.01,0.01
184,power,10,8,0.16666666666666666,0.0,0,0.0,mse,,,,,0.43,0.01,0.02
185,power,10,8,0.25,0.0,0,0.0,mse,,,,,0.75,0.1,0.26
186,power,10,8,0.3333333333333333,0.0,0,0.0,mse,,,,,0.91,0.5,0.5
187,power,10,8,0.41666666666666663,0.0,0,0.0,mse,,,,,1.0,0.75,0.74
188,power,10,8,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.83
189,type1_1,10,9,0.0,0.0,0,0.0,mse,0.08,0.0,0.0,,,0.01,0.0
190,type1_1,10,9,0.0,0.0,0,0.006666666666666667,mse,0.08,0.09,0.08,,,0.0,0.0
191,type1_1,10,9,0.0,0.0,0,0.013333333333333334,mse,0.08,0.17,0.08,,,0.0,0.0
192,type1_1,10,9,0.0,0.0,0,0.02,mse,0.24,0.42,0.32,,,0.0,0.0
193,type1_1,10,9,0.0,0.0,0,0.02666666666666667,mse,0.24,0.59,0.42,,,0.0,0.0
194,type1_1,10,9,0.0,0.0,0,0.03333333333333333,mse,0.33,0.67,0.83,,,0.0,0.0
195,type1_1,10,9,0.0,0.0,0,0.04,mse,0.34,0.67,0.99,,,0.0,0.0
196,type1_2,10,9,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
197,type1_2,10,9,0.0,1.0,0,0.0,mse,,,,0.16,0.0,0.0,
198,type1_2,10,9,0.0,2.0,0,0.0,mse,,,,0.16,0.0,0.0,
199,type1_2,10,9,0.0,3.0,0,0.0,mse,,,,0.17,0.0,0.0,
200,type1_2,10,9,0.0,4.0,0,0.0,mse,,,,0.25,0.0,0.0,
201,type1_2,10,9,0.0,5.0,0,0.0,mse,,,,0.25,0.0,0.0,
202,type1_2,10,9,0.0,6.0,0,0.0,mse,,,,0.33,0.0,0.0,
203,power,10,9,0.0,0.0,0,0.0,mse,,,,,0.17,0.01,0.01
204,power,10,9,0.08333333333333333,0.0,0,0.0,mse,,,,,0.17,0.01,0.01
205,power,10,9,0.16666666666666666,0.0,0,0.0,mse,,,,,0.59,0.01,0.02
206,power,10,9,0.25,0.0,0,0.0,mse,,,,,0.67,0.18,0.34
207,power,10,9,0.3333333333333333,0.0,0,0.0,mse,,,,,0.92,0.5,0.5
208,power,10,9,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.75,0.74
209,power,10,9,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.75
210,type1_1,10,10,0.0,0.0,0,0.0,mse,0.08,0.0,0.08,,,0.01,0.01
211,type1_1,10,10,0.0,0.0,0,0.006666666666666667,mse,0.17,0.42,0.41,,,0.0,0.0
212,type1_1,10,10,0.0,0.0,0,0.013333333333333334,mse,0.5,0.83,0.83,,,0.0,0.0
213,type1_1,10,10,0.0,0.0,0,0.02,mse,0.84,1.0,1.0,,,0.0,0.0
214,type1_1,10,10,0.0,0.0,0,0.02666666666666667,mse,0.92,1.0,1.0,,,0.0,0.0
215,type1_1,10,10,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0
216,type1_1,10,10,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
217,type1_2,10,10,0.0,0.0,0,0.0,mse,,,,0.0,0.08,0.0,
218,type1_2,10,10,0.0,1.0,0,0.0,mse,,,,0.0,0.08,0.0,
219,type1_2,10,10,0.0,2.0,0,0.0,mse,,,,0.0,0.08,0.0,
220,type1_2,10,10,0.0,3.0,0,0.0,mse,,,,0.01,0.08,0.0,
221,type1_2,10,10,0.0,4.0,0,0.0,mse,,,,0.09,0.08,0.0,
222,type1_2,10,10,0.0,5.0,0,0.0,mse,,,,0.09,0.08,0.0,
223,type1_2,10,10,0.0,6.0,0,0.0,mse,,,,0.17,0.08,0.0,
224,power,10,10,0.0,0.0,0,0.0,mse,,,,,0.09,0.01,0.01
225,power,10,10,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1,0.01,0.01
226,power,10,10,0.16666666666666666,0.0,0,0.0,mse,,,,,0.27,0.02,0.02
227,power,10,10,0.25,0.0,0,0.0,mse,,,,,0.67,0.1,0.34
228,power,10,10,0.3333333333333333,0.0,0,0.0,mse,,,,,0.75,0.5,0.5
229,power,10,10,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.75,0.66
230,power,10,10,0.5,0.0,0,0.0,mse,,,,,0.92,0.83,0.75
231,type1_1,10,11,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.01,0.0
232,type1_1,10,11,0.0,0.0,0,0.006666666666666667,mse,0.0,0.18,0.0,,,0.0,0.0
233,type1_1,10,11,0.0,0.0,0,0.013333333333333334,mse,0.34,0.59,0.83,,,0.0,0.0
234,type1_1,10,11,0.0,0.0,0,0.02,mse,0.83,0.92,0.99,,,0.0,0.0
235,type1_1,10,11,0.0,0.0,0,0.02666666666666667,mse,0.92,1.0,1.0,,,0.0,0.0
236,type1_1,10,11,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0
237,type1_1,10,11,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
238,type1_2,10,11,0.0,0.0,0,0.0,mse,,,,0.0,0.16,0.0,
239,type1_2,10,11,0.0,1.0,0,0.0,mse,,,,0.08,0.16,0.0,
240,type1_2,10,11,0.0,2.0,0,0.0,mse,,,,0.16,0.16,0.08,
241,type1_2,10,11,0.0,3.0,0,0.0,mse,,,,0.16,0.16,0.08,
242,type1_2,10,11,0.0,4.0,0,0.0,mse,,,,0.17,0.16,0.08,
243,type1_2,10,11,0.0,5.0,0,0.0,mse,,,,0.26,0.16,0.08,
244,type1_2,10,11,0.0,6.0,0,0.0,mse,,,,0.26,0.16,0.08,
245,power,10,11,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
246,power,10,11,0.08333333333333333,0.0,0,0.0,mse,,,,,0.01,0.01,0.01
247,power,10,11,0.16666666666666666,0.0,0,0.0,mse,,,,,0.1,0.01,0.02
248,power,10,11,0.25,0.0,0,0.0,mse,,,,,0.51,0.1,0.34
249,power,10,11,0.3333333333333333,0.0,0,0.0,mse,,,,,0.84,0.5,0.5
250,power,10,11,0.41666666666666663,0.0,0,0.0,mse,,,,,0.84,0.75,0.74
251,power,10,11,0.5,0.0,0,0.0,mse,,,,,0.92,0.83,0.75
252,type1_1,10,12,0.0,0.0,0,0.0,mse,0.0,0.16,0.0,,,0.01,0.01
253,type1_1,10,12,0.0,0.0,0,0.006666666666666667,mse,0.16,0.16,0.0,,,0.0,0.0
254,type1_1,10,12,0.0,0.0,0,0.013333333333333334,mse,0.24,0.24,0.25,,,0.0,0.0
255,type1_1,10,12,0.0,0.0,0,0.02,mse,0.33,0.34,0.33,,,0.0,0.0
256,type1_1,10,12,0.0,0.0,0,0.02666666666666667,mse,0.33,0.59,0.42,,,0.0,0.0
257,type1_1,10,12,0.0,0.0,0,0.03333333333333333,mse,0.33,0.91,0.59,,,0.0,0.0
258,type1_1,10,12,0.0,0.0,0,0.04,mse,0.41,0.91,0.91,,,0.0,0.0
259,type1_2,10,12,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
260,type1_2,10,12,0.0,1.0,0,0.0,mse,,,,0.16,0.0,0.0,
261,type1_2,10,12,0.0,2.0,0,0.0,mse,,,,0.25,0.0,0.0,
262,type1_2,10,12,0.0,3.0,0,0.0,mse,,,,0.34,0.0,0.0,
263,type1_2,10,12,0.0,4.0,0,0.0,mse,,,,0.34,0.0,0.0,
264,type1_2,10,12,0.0,5.0,0,0.0,mse,,,,0.35,0.0,0.0,
265,type1_2,10,12,0.0,6.0,0,0.0,mse,,,,0.43,0.0,0.0,
266,power,10,12,0.0,0.0,0,0.0,mse,,,,,0.0,0.01,0.01
267,power,10,12,0.08333333333333333,0.0,0,0.0,mse,,,,,0.08,0.01,0.01
268,power,10,12,0.16666666666666666,0.0,0,0.0,mse,,,,,0.34,0.01,0.02
269,power,10,12,0.25,0.0,0,0.0,mse,,,,,0.67,0.1,0.34
270,power,10,12,0.3333333333333333,0.0,0,0.0,mse,,,,,0.83,0.5,0.5
271,power,10,12,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.75,0.74
272,power,10,12,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.75
273,type1_1,10,13,0.0,0.0,0,0.0,mse,0.08,0.08,0.0,,,0.01,0.0
274,type1_1,10,13,0.0,0.0,0,0.006666666666666667,mse,0.49,0.74,0.5,,,0.0,0.0
275,type1_1,10,13,0.0,0.0,0,0.013333333333333334,mse,0.67,0.83,0.83,,,0.0,0.0
276,type1_1,10,13,0.0,0.0,0,0.02,mse,0.75,0.92,1.0,,,0.0,0.0
277,type1_1,10,13,0.0,0.0,0,0.02666666666666667,mse,0.92,1.0,1.0,,,0.0,0.0
278,type1_1,10,13,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.0
279,type1_1,10,13,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.0
280,type1_2,10,13,0.0,0.0,0,0.0,mse,,,,0.0,0.01,0.0,
281,type1_2,10,13,0.0,1.0,0,0.0,mse,,,,0.01,0.01,0.08,
282,type1_2,10,13,0.0,2.0,0,0.0,mse,,,,0.17,0.01,0.0,
283,type1_2,10,13,0.0,3.0,0,0.0,mse,,,,0.17,0.01,0.0,
284,type1_2,10,13,0.0,4.0,0,0.0,mse,,,,0.17,0.01,0.0,
285,type1_2,10,13,0.0,5.0,0,0.0,mse,,,,0.25,0.01,0.0,
286,type1_2,10,13,0.0,6.0,0,0.0,mse,,,,0.25,0.01,0.0,
287,power,10,13,0.0,0.0,0,0.0,mse,,,,,0.08,0.01,0.01
288,power,10,13,0.08333333333333333,0.0,0,0.0,mse,,,,,0.17,0.01,0.01
289,power,10,13,0.16666666666666666,0.0,0,0.0,mse,,,,,0.43,0.01,0.02
290,power,10,13,0.25,0.0,0,0.0,mse,,,,,0.68,0.1,0.42
291,power,10,13,0.3333333333333333,0.0,0,0.0,mse,,,,,0.84,0.5,0.5
292,power,10,13,0.41666666666666663,0.0,0,0.0,mse,,,,,0.92,0.75,0.74
293,power,10,13,0.5,0.0,0,0.0,mse,,,,,1.0,0.83,0.75
294,type1_1,10,14,0.0,0.0,0,0.0,mse,0.0,0.01,0.0,,,0.01,0.0
295,type1_1,10,14,0.0,0.0,0,0.006666666666666667,mse,0.09,0.1,0.09,,,0.0,0.01
