,set,p,ba,c,theta,skew,gamma,loss,stfr,resit,gcm,crt,cpt,rbpt,rbpt2
870,type1_2,30,41,0.0,2.0,0,0.0,mse,,,,0.2,0.025,0.0,
871,type1_2,30,41,0.0,3.0,0,0.0,mse,,,,0.3,0.025,0.0,
872,type1_2,30,41,0.0,4.0,0,0.0,mse,,,,0.3375,0.025,0.0,
873,type1_2,30,41,0.0,5.0,0,0.0,mse,,,,0.3375,0.025,0.0,
874,type1_2,30,41,0.0,6.0,0,0.0,mse,,,,0.3375,0.025,0.0,
875,power,30,41,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
876,power,30,41,0.08333333333333333,0.0,0,0.0,mse,,,,,0.225,0.1,1.0
877,power,30,41,0.16666666666666666,0.0,0,0.0,mse,,,,,0.325,0.2,1.0
878,power,30,41,0.25,0.0,0,0.0,mse,,,,,0.4625,0.3,1.0
879,power,30,41,0.3333333333333333,0.0,0,0.0,mse,,,,,0.5625,0.5375,1.0
880,power,30,41,0.41666666666666663,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
881,power,30,41,0.5,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
882,type1_1,30,42,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.0,0.0
883,type1_1,30,42,0.0,0.0,0,0.006666666666666667,mse,0.3375,0.775,0.8375,,,0.0,0.1
884,type1_1,30,42,0.0,0.0,0,0.013333333333333334,mse,1.0,1.0,1.0,,,0.0,0.125
885,type1_1,30,42,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.0,0.4625
886,type1_1,30,42,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,0.9,,,0.0,0.7625
887,type1_1,30,42,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,0.9,,,0.0,0.9
888,type1_1,30,42,0.0,0.0,0,0.04,mse,1.0,1.0,0.9,,,0.0,1.0
889,type1_2,30,42,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.0,
890,type1_2,30,42,0.0,1.0,0,0.0,mse,,,,0.1,0.0,0.0,
891,type1_2,30,42,0.0,2.0,0,0.0,mse,,,,0.125,0.0,0.1,
892,type1_2,30,42,0.0,3.0,0,0.0,mse,,,,0.225,0.0,0.1,
893,type1_2,30,42,0.0,4.0,0,0.0,mse,,,,0.425,0.0,0.1,
894,type1_2,30,42,0.0,5.0,0,0.0,mse,,,,0.425,0.0,0.1,
895,type1_2,30,42,0.0,6.0,0,0.0,mse,,,,0.425,0.0,0.1,
896,power,30,42,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0375
897,power,30,42,0.08333333333333333,0.0,0,0.0,mse,,,,,0.0,0.1,1.0
898,power,30,42,0.16666666666666666,0.0,0,0.0,mse,,,,,0.3,0.2,1.0
899,power,30,42,0.25,0.0,0,0.0,mse,,,,,0.4375,0.3,1.0
900,power,30,42,0.3333333333333333,0.0,0,0.0,mse,,,,,0.7625,0.5375,1.0
901,power,30,42,0.41666666666666663,0.0,0,0.0,mse,,,,,0.8625,0.6625,1.0
902,power,30,42,0.5,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
903,type1_1,30,43,0.0,0.0,0,0.0,mse,0.0375,0.0375,0.0,,,0.0,0.0
904,type1_1,30,43,0.0,0.0,0,0.006666666666666667,mse,0.4375,0.7625,0.8,,,0.0,0.1375
905,type1_1,30,43,0.0,0.0,0,0.013333333333333334,mse,0.9,1.0,1.0,,,0.0,0.375
906,type1_1,30,43,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.0,0.775
907,type1_1,30,43,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.8
908,type1_1,30,43,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,1.0
909,type1_1,30,43,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,1.0
910,type1_2,30,43,0.0,0.0,0,0.0,mse,,,,0.2,0.0,0.125,
911,type1_2,30,43,0.0,1.0,0,0.0,mse,,,,0.3,0.0,0.1,
912,type1_2,30,43,0.0,2.0,0,0.0,mse,,,,0.3375,0.0,0.1375,
913,type1_2,30,43,0.0,3.0,0,0.0,mse,,,,0.3375,0.0,0.1375,
914,type1_2,30,43,0.0,4.0,0,0.0,mse,,,,0.4375,0.0,0.1375,
915,type1_2,30,43,0.0,5.0,0,0.0,mse,,,,0.5375,0.0,0.1375,
916,type1_2,30,43,0.0,6.0,0,0.0,mse,,,,0.5375,0.0,0.1375,
917,power,30,43,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
918,power,30,43,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.1,1.0
919,power,30,43,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.2,1.0
920,power,30,43,0.25,0.0,0,0.0,mse,,,,,0.775,0.3,1.0
921,power,30,43,0.3333333333333333,0.0,0,0.0,mse,,,,,0.8,0.5375,1.0
922,power,30,43,0.41666666666666663,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
923,power,30,43,0.5,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
924,type1_1,30,44,0.0,0.0,0,0.0,mse,0.0,0.125,0.0,,,0.1,0.0
925,type1_1,30,44,0.0,0.0,0,0.006666666666666667,mse,0.625,0.6625,0.8625,,,0.0,0.125
926,type1_1,30,44,0.0,0.0,0,0.013333333333333334,mse,0.8625,1.0,1.0,,,0.0,0.225
927,type1_1,30,44,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.0,0.525
928,type1_1,30,44,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.8625
929,type1_1,30,44,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,1.0
930,type1_1,30,44,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,1.0
931,type1_2,30,44,0.0,0.0,0,0.0,mse,,,,0.2,0.1,0.125,
932,type1_2,30,44,0.0,1.0,0,0.0,mse,,,,0.2,0.1,0.1,
933,type1_2,30,44,0.0,2.0,0,0.0,mse,,,,0.2,0.1,0.0,
934,type1_2,30,44,0.0,3.0,0,0.0,mse,,,,0.2,0.1,0.1,
935,type1_2,30,44,0.0,4.0,0,0.0,mse,,,,0.3,0.1,0.1,
936,type1_2,30,44,0.0,5.0,0,0.0,mse,,,,0.5,0.1,0.1,
937,type1_2,30,44,0.0,6.0,0,0.0,mse,,,,0.5,0.1,0.1,
938,power,30,44,0.0,0.0,0,0.0,mse,,,,,0.0,0.1,0.0
939,power,30,44,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1,0.1,1.0
940,power,30,44,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4,0.2,1.0
941,power,30,44,0.25,0.0,0,0.0,mse,,,,,0.425,0.4,1.0
942,power,30,44,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6625,0.5375,1.0
943,power,30,44,0.41666666666666663,0.0,0,0.0,mse,,,,,0.6625,0.6625,1.0
944,power,30,44,0.5,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
945,type1_1,30,45,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.1,0.0
946,type1_1,30,45,0.0,0.0,0,0.006666666666666667,mse,0.6625,0.9,0.9,,,0.0,0.4625
947,type1_1,30,45,0.0,0.0,0,0.013333333333333334,mse,0.9,1.0,1.0,,,0.0,0.9
948,type1_1,30,45,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.0,1.0
949,type1_1,30,45,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,1.0
950,type1_1,30,45,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,1.0
951,type1_1,30,45,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,1.0
952,type1_2,30,45,0.0,0.0,0,0.0,mse,,,,0.1,0.0,0.1,
953,type1_2,30,45,0.0,1.0,0,0.0,mse,,,,0.2,0.0,0.1,
954,type1_2,30,45,0.0,2.0,0,0.0,mse,,,,0.2625,0.0,0.0375,
955,type1_2,30,45,0.0,3.0,0,0.0,mse,,,,0.2625,0.0,0.0375,
956,type1_2,30,45,0.0,4.0,0,0.0,mse,,,,0.2625,0.0,0.0375,
957,type1_2,30,45,0.0,5.0,0,0.0,mse,,,,0.2625,0.0,0.0375,
958,type1_2,30,45,0.0,6.0,0,0.0,mse,,,,0.2625,0.0,0.0375,
959,power,30,45,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.1
960,power,30,45,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.1,1.0
961,power,30,45,0.16666666666666666,0.0,0,0.0,mse,,,,,0.3375,0.2,1.0
962,power,30,45,0.25,0.0,0,0.0,mse,,,,,0.3375,0.4,1.0
963,power,30,45,0.3333333333333333,0.0,0,0.0,mse,,,,,0.575,0.5375,1.0
964,power,30,45,0.41666666666666663,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
965,power,30,45,0.5,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
966,type1_1,30,46,0.0,0.0,0,0.0,mse,0.0,0.0,0.1,,,0.0,0.0
967,type1_1,30,46,0.0,0.0,0,0.006666666666666667,mse,0.3,0.6,0.6,,,0.0,0.225
968,type1_1,30,46,0.0,0.0,0,0.013333333333333334,mse,0.7,0.9375,0.9,,,0.0,0.3625
969,type1_1,30,46,0.0,0.0,0,0.02,mse,0.9,1.0,0.9,,,0.0,0.5625
970,type1_1,30,46,0.0,0.0,0,0.02666666666666667,mse,0.9,1.0,0.9,,,0.0,0.8625
971,type1_1,30,46,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,0.9,,,0.0,0.8625
972,type1_1,30,46,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.9
973,type1_2,30,46,0.0,0.0,0,0.0,mse,,,,0.0,0.0,0.025,
974,type1_2,30,46,0.0,1.0,0,0.0,mse,,,,0.0,0.0,0.0,
975,type1_2,30,46,0.0,2.0,0,0.0,mse,,,,0.0375,0.0,0.0375,
976,type1_2,30,46,0.0,3.0,0,0.0,mse,,,,0.0375,0.0,0.0375,
977,type1_2,30,46,0.0,4.0,0,0.0,mse,,,,0.1375,0.0,0.0375,
978,type1_2,30,46,0.0,5.0,0,0.0,mse,,,,0.1375,0.0,0.0375,
979,type1_2,30,46,0.0,6.0,0,0.0,mse,,,,0.1375,0.0,0.0375,
980,power,30,46,0.0,0.0,0,0.0,mse,,,,,0.1,0.1,0.0
981,power,30,46,0.08333333333333333,0.0,0,0.0,mse,,,,,0.3,0.1,1.0
982,power,30,46,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.2,1.0
983,power,30,46,0.25,0.0,0,0.0,mse,,,,,0.5625,0.4,1.0
984,power,30,46,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6,0.5375,1.0
985,power,30,46,0.41666666666666663,0.0,0,0.0,mse,,,,,0.7,0.6625,1.0
986,power,30,46,0.5,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
987,type1_1,30,47,0.0,0.0,0,0.0,mse,0.1,0.2,0.2,,,0.0,0.0
988,type1_1,30,47,0.0,0.0,0,0.006666666666666667,mse,0.7,0.7375,0.8625,,,0.0,0.2
989,type1_1,30,47,0.0,0.0,0,0.013333333333333334,mse,0.8625,1.0,0.9625,,,0.0,0.3
990,type1_1,30,47,0.0,0.0,0,0.02,mse,0.9625,1.0,0.9625,,,0.0,0.5375
991,type1_1,30,47,0.0,0.0,0,0.02666666666666667,mse,0.9625,1.0,0.9625,,,0.0,0.6375
992,type1_1,30,47,0.0,0.0,0,0.03333333333333333,mse,0.9625,1.0,0.9625,,,0.0,0.9
993,type1_1,30,47,0.0,0.0,0,0.04,mse,0.9625,1.0,0.9625,,,0.0,1.0
994,type1_2,30,47,0.0,0.0,0,0.0,mse,,,,0.0,0.2,0.025,
995,type1_2,30,47,0.0,1.0,0,0.0,mse,,,,0.2,0.2,0.0,
996,type1_2,30,47,0.0,2.0,0,0.0,mse,,,,0.2,0.2,0.0,
997,type1_2,30,47,0.0,3.0,0,0.0,mse,,,,0.3,0.2,0.0,
998,type1_2,30,47,0.0,4.0,0,0.0,mse,,,,0.4,0.2,0.0,
999,type1_2,30,47,0.0,5.0,0,0.0,mse,,,,0.4,0.2,0.0,
1000,type1_2,30,47,0.0,6.0,0,0.0,mse,,,,0.4,0.2,0.0,
1001,power,30,47,0.0,0.0,0,0.0,mse,,,,,0.1,0.0,0.1
1002,power,30,47,0.08333333333333333,0.0,0,0.0,mse,,,,,0.4,0.1,1.0
1003,power,30,47,0.16666666666666666,0.0,0,0.0,mse,,,,,0.4375,0.2,1.0
1004,power,30,47,0.25,0.0,0,0.0,mse,,,,,0.675,0.4,1.0
1005,power,30,47,0.3333333333333333,0.0,0,0.0,mse,,,,,0.8,0.5375,1.0
1006,power,30,47,0.41666666666666663,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
1007,power,30,47,0.5,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
1008,type1_1,30,48,0.0,0.0,0,0.0,mse,0.0,0.0,0.0,,,0.1,0.0
1009,type1_1,30,48,0.0,0.0,0,0.006666666666666667,mse,0.4,0.3,0.5,,,0.0,0.1
1010,type1_1,30,48,0.0,0.0,0,0.013333333333333334,mse,0.6375,0.7625,0.9625,,,0.0,0.125
1011,type1_1,30,48,0.0,0.0,0,0.02,mse,0.9625,0.9,1.0,,,0.0,0.425
1012,type1_1,30,48,0.0,0.0,0,0.02666666666666667,mse,0.9625,1.0,1.0,,,0.0,0.5625
1013,type1_1,30,48,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.7625
1014,type1_1,30,48,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,0.8625
1015,type1_2,30,48,0.0,0.0,0,0.0,mse,,,,0.1,0.1,0.025,
1016,type1_2,30,48,0.0,1.0,0,0.0,mse,,,,0.1,0.1,0.0,
1017,type1_2,30,48,0.0,2.0,0,0.0,mse,,,,0.1,0.1,0.0,
1018,type1_2,30,48,0.0,3.0,0,0.0,mse,,,,0.1,0.1,0.1,
1019,type1_2,30,48,0.0,4.0,0,0.0,mse,,,,0.2,0.1,0.1,
1020,type1_2,30,48,0.0,5.0,0,0.0,mse,,,,0.2,0.1,0.1,
1021,type1_2,30,48,0.0,6.0,0,0.0,mse,,,,0.2,0.1,0.1,
1022,power,30,48,0.0,0.0,0,0.0,mse,,,,,0.0,0.1,0.0
1023,power,30,48,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1,0.1,1.0
1024,power,30,48,0.16666666666666666,0.0,0,0.0,mse,,,,,0.425,0.2,1.0
1025,power,30,48,0.25,0.0,0,0.0,mse,,,,,0.625,0.4,1.0
1026,power,30,48,0.3333333333333333,0.0,0,0.0,mse,,,,,0.625,0.5375,1.0
1027,power,30,48,0.41666666666666663,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
1028,power,30,48,0.5,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
1029,type1_1,30,49,0.0,0.0,0,0.0,mse,0.0,0.2,0.2,,,0.0,0.0
1030,type1_1,30,49,0.0,0.0,0,0.006666666666666667,mse,0.7625,0.9,1.0,,,0.0,0.425
1031,type1_1,30,49,0.0,0.0,0,0.013333333333333334,mse,1.0,1.0,1.0,,,0.0,0.525
1032,type1_1,30,49,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.0,0.5625
1033,type1_1,30,49,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.9
1034,type1_1,30,49,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,1.0
1035,type1_1,30,49,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,1.0
1036,type1_2,30,49,0.0,0.0,0,0.0,mse,,,,0.2,0.0,0.125,
1037,type1_2,30,49,0.0,1.0,0,0.0,mse,,,,0.2,0.0,0.1,
1038,type1_2,30,49,0.0,2.0,0,0.0,mse,,,,0.3375,0.0,0.1375,
1039,type1_2,30,49,0.0,3.0,0,0.0,mse,,,,0.3375,0.0,0.1375,
1040,type1_2,30,49,0.0,4.0,0,0.0,mse,,,,0.3375,0.0,0.1375,
1041,type1_2,30,49,0.0,5.0,0,0.0,mse,,,,0.4375,0.0,0.1375,
1042,type1_2,30,49,0.0,6.0,0,0.0,mse,,,,0.4375,0.0,0.1375,
1043,power,30,49,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
1044,power,30,49,0.08333333333333333,0.0,0,0.0,mse,,,,,0.0,0.1,1.0
1045,power,30,49,0.16666666666666666,0.0,0,0.0,mse,,,,,0.225,0.2,1.0
1046,power,30,49,0.25,0.0,0,0.0,mse,,,,,0.3,0.4,1.0
1047,power,30,49,0.3333333333333333,0.0,0,0.0,mse,,,,,0.6,0.5375,1.0
1048,power,30,49,0.41666666666666663,0.0,0,0.0,mse,,,,,0.7,0.6625,1.0
1049,power,30,49,0.5,0.0,0,0.0,mse,,,,,1.0,0.6625,1.0
1050,type1_1,30,50,0.0,0.0,0,0.0,mse,0.0,0.0375,0.0,,,0.0,0.0
1051,type1_1,30,50,0.0,0.0,0,0.006666666666666667,mse,0.275,0.775,0.675,,,0.0,0.0
1052,type1_1,30,50,0.0,0.0,0,0.013333333333333334,mse,0.8,1.0,1.0,,,0.0,0.075
1053,type1_1,30,50,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.0,0.275
1054,type1_1,30,50,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.6
1055,type1_1,30,50,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,0.8
1056,type1_1,30,50,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,1.0
1057,type1_2,30,50,0.0,0.0,0,0.0,mse,,,,0.1,0.1,0.025,
1058,type1_2,30,50,0.0,1.0,0,0.0,mse,,,,0.2,0.1,0.0,
1059,type1_2,30,50,0.0,2.0,0,0.0,mse,,,,0.2375,0.1,0.0375,
1060,type1_2,30,50,0.0,3.0,0,0.0,mse,,,,0.2375,0.1,0.0375,
1061,type1_2,30,50,0.0,4.0,0,0.0,mse,,,,0.3375,0.1,0.0375,
1062,type1_2,30,50,0.0,5.0,0,0.0,mse,,,,0.3375,0.1,0.0375,
1063,type1_2,30,50,0.0,6.0,0,0.0,mse,,,,0.3375,0.1,0.0375,
1064,power,30,50,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
1065,power,30,50,0.08333333333333333,0.0,0,0.0,mse,,,,,0.1,0.1,1.0
1066,power,30,50,0.16666666666666666,0.0,0,0.0,mse,,,,,0.425,0.2,1.0
1067,power,30,50,0.25,0.0,0,0.0,mse,,,,,0.5625,0.4,1.0
1068,power,30,50,0.3333333333333333,0.0,0,0.0,mse,,,,,0.7,0.5375,1.0
1069,power,30,50,0.41666666666666663,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
1070,power,30,50,0.5,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
1071,type1_1,30,51,0.0,0.0,0,0.0,mse,0.0,0.1,0.1,,,0.1,0.0
1072,type1_1,30,51,0.0,0.0,0,0.006666666666666667,mse,0.3375,0.575,0.4375,,,0.0,0.2
1073,type1_1,30,51,0.0,0.0,0,0.013333333333333334,mse,0.575,1.0,0.9,,,0.0,0.2375
1074,type1_1,30,51,0.0,0.0,0,0.02,mse,0.9,1.0,1.0,,,0.0,0.6
1075,type1_1,30,51,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,0.8
1076,type1_1,30,51,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,1.0
1077,type1_1,30,51,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,1.0
1078,type1_2,30,51,0.0,0.0,0,0.0,mse,,,,0.1,0.1,0.1,
1079,type1_2,30,51,0.0,1.0,0,0.0,mse,,,,0.3,0.1,0.1,
1080,type1_2,30,51,0.0,2.0,0,0.0,mse,,,,0.3375,0.1,0.1375,
1081,type1_2,30,51,0.0,3.0,0,0.0,mse,,,,0.3625,0.1,0.1375,
1082,type1_2,30,51,0.0,4.0,0,0.0,mse,,,,0.4625,0.1,0.1375,
1083,type1_2,30,51,0.0,5.0,0,0.0,mse,,,,0.4625,0.1,0.1375,
1084,type1_2,30,51,0.0,6.0,0,0.0,mse,,,,0.6625,0.1,0.1375,
1085,power,30,51,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
1086,power,30,51,0.08333333333333333,0.0,0,0.0,mse,,,,,0.225,0.1,1.0
1087,power,30,51,0.16666666666666666,0.0,0,0.0,mse,,,,,0.425,0.2,1.0
1088,power,30,51,0.25,0.0,0,0.0,mse,,,,,0.7625,0.4,1.0
1089,power,30,51,0.3333333333333333,0.0,0,0.0,mse,,,,,0.7625,0.4375,1.0
1090,power,30,51,0.41666666666666663,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
1091,power,30,51,0.5,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
1092,type1_1,30,52,0.0,0.0,0,0.0,mse,0.0,0.2375,0.1,,,0.0,0.0
1093,type1_1,30,52,0.0,0.0,0,0.006666666666666667,mse,0.5,0.9,0.9,,,0.0,0.225
1094,type1_1,30,52,0.0,0.0,0,0.013333333333333334,mse,1.0,1.0,1.0,,,0.0,0.4625
1095,type1_1,30,52,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.0,0.9625
1096,type1_1,30,52,0.0,0.0,0,0.02666666666666667,mse,1.0,1.0,1.0,,,0.0,1.0
1097,type1_1,30,52,0.0,0.0,0,0.03333333333333333,mse,1.0,1.0,1.0,,,0.0,1.0
1098,type1_1,30,52,0.0,0.0,0,0.04,mse,1.0,1.0,1.0,,,0.0,1.0
1099,type1_2,30,52,0.0,0.0,0,0.0,mse,,,,0.1,0.0,0.025,
1100,type1_2,30,52,0.0,1.0,0,0.0,mse,,,,0.2,0.0,0.0375,
1101,type1_2,30,52,0.0,2.0,0,0.0,mse,,,,0.3,0.0,0.0375,
1102,type1_2,30,52,0.0,3.0,0,0.0,mse,,,,0.3375,0.0,0.0375,
1103,type1_2,30,52,0.0,4.0,0,0.0,mse,,,,0.3375,0.0,0.0375,
1104,type1_2,30,52,0.0,5.0,0,0.0,mse,,,,0.3375,0.0,0.0375,
1105,type1_2,30,52,0.0,6.0,0,0.0,mse,,,,0.3375,0.0,0.0375,
1106,power,30,52,0.0,0.0,0,0.0,mse,,,,,0.0,0.1,0.0
1107,power,30,52,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.1,1.0
1108,power,30,52,0.16666666666666666,0.0,0,0.0,mse,,,,,0.225,0.2,1.0
1109,power,30,52,0.25,0.0,0,0.0,mse,,,,,0.525,0.3,1.0
1110,power,30,52,0.3333333333333333,0.0,0,0.0,mse,,,,,0.725,0.5,1.0
1111,power,30,52,0.41666666666666663,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
1112,power,30,52,0.5,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
1113,type1_1,30,53,0.0,0.0,0,0.0,mse,0.0,0.1,0.0,,,0.1,0.0
1114,type1_1,30,53,0.0,0.0,0,0.006666666666666667,mse,0.2,0.3625,0.3375,,,0.0,0.2
1115,type1_1,30,53,0.0,0.0,0,0.013333333333333334,mse,0.525,0.8,0.7,,,0.0,0.2
1116,type1_1,30,53,0.0,0.0,0,0.02,mse,0.7,0.9,0.9,,,0.0,0.2
1117,type1_1,30,53,0.0,0.0,0,0.02666666666666667,mse,0.8,0.9,0.9,,,0.0,0.4625
1118,type1_1,30,53,0.0,0.0,0,0.03333333333333333,mse,0.9,1.0,0.9,,,0.0,0.8
1119,type1_1,30,53,0.0,0.0,0,0.04,mse,0.9,1.0,0.9,,,0.0,0.8
1120,type1_2,30,53,0.0,0.0,0,0.0,mse,,,,0.1,0.2,0.1,
1121,type1_2,30,53,0.0,1.0,0,0.0,mse,,,,0.3,0.2,0.1,
1122,type1_2,30,53,0.0,2.0,0,0.0,mse,,,,0.325,0.2,0.0,
1123,type1_2,30,53,0.0,3.0,0,0.0,mse,,,,0.325,0.2,0.0,
1124,type1_2,30,53,0.0,4.0,0,0.0,mse,,,,0.325,0.2,0.0,
1125,type1_2,30,53,0.0,5.0,0,0.0,mse,,,,0.325,0.2,0.0,
1126,type1_2,30,53,0.0,6.0,0,0.0,mse,,,,0.325,0.2,0.0,
1127,power,30,53,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0
1128,power,30,53,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.1,1.0
1129,power,30,53,0.16666666666666666,0.0,0,0.0,mse,,,,,0.3,0.2,1.0
1130,power,30,53,0.25,0.0,0,0.0,mse,,,,,0.525,0.4,1.0
1131,power,30,53,0.3333333333333333,0.0,0,0.0,mse,,,,,0.625,0.5375,1.0
1132,power,30,53,0.41666666666666663,0.0,0,0.0,mse,,,,,0.7625,0.6625,1.0
1133,power,30,53,0.5,0.0,0,0.0,mse,,,,,0.8,0.6625,1.0
1134,type1_1,30,54,0.0,0.0,0,0.0,mse,0.0,0.1,0.0,,,0.1,0.0
1135,type1_1,30,54,0.0,0.0,0,0.006666666666666667,mse,0.3,0.4,0.5,,,0.0,0.1
1136,type1_1,30,54,0.0,0.0,0,0.013333333333333334,mse,0.7,0.8,0.8625,,,0.0,0.5375
1137,type1_1,30,54,0.0,0.0,0,0.02,mse,0.7625,1.0,0.8625,,,0.0,0.6375
1138,type1_1,30,54,0.0,0.0,0,0.02666666666666667,mse,0.9,1.0,0.8625,,,0.0,0.6375
1139,type1_1,30,54,0.0,0.0,0,0.03333333333333333,mse,0.9,1.0,0.8625,,,0.0,0.6375
1140,type1_1,30,54,0.0,0.0,0,0.04,mse,0.9,1.0,0.8625,,,0.0,0.7
1141,type1_2,30,54,0.0,0.0,0,0.0,mse,,,,0.1,0.0,0.1,
1142,type1_2,30,54,0.0,1.0,0,0.0,mse,,,,0.2,0.0,0.1,
1143,type1_2,30,54,0.0,2.0,0,0.0,mse,,,,0.325,0.0,0.1,
1144,type1_2,30,54,0.0,3.0,0,0.0,mse,,,,0.325,0.0,0.1,
1145,type1_2,30,54,0.0,4.0,0,0.0,mse,,,,0.425,0.0,0.1,
1146,type1_2,30,54,0.0,5.0,0,0.0,mse,,,,0.525,0.0,0.1,
1147,type1_2,30,54,0.0,6.0,0,0.0,mse,,,,0.525,0.0,0.1,
1148,power,30,54,0.0,0.0,0,0.0,mse,,,,,0.0,0.0,0.0375
1149,power,30,54,0.08333333333333333,0.0,0,0.0,mse,,,,,0.2,0.1,1.0
1150,power,30,54,0.16666666666666666,0.0,0,0.0,mse,,,,,0.425,0.2,1.0
1151,power,30,54,0.25,0.0,0,0.0,mse,,,,,0.425,0.4,1.0
1152,power,30,54,0.3333333333333333,0.0,0,0.0,mse,,,,,0.8625,0.5375,1.0
1153,power,30,54,0.41666666666666663,0.0,0,0.0,mse,,,,,0.8625,0.6625,1.0
1154,power,30,54,0.5,0.0,0,0.0,mse,,,,,0.9,0.6625,1.0
1155,type1_1,30,55,0.0,0.0,0,0.0,mse,0.1,0.2,0.1,,,0.0,0.0
1156,type1_1,30,55,0.0,0.0,0,0.006666666666666667,mse,0.8625,0.8625,0.8625,,,0.0,0.3375
1157,type1_1,30,55,0.0,0.0,0,0.013333333333333334,mse,0.8625,1.0,1.0,,,0.0,0.4625
1158,type1_1,30,55,0.0,0.0,0,0.02,mse,1.0,1.0,1.0,,,0.0,0.6625
